Bedrooms,Bathrooms,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,CU18,NZDep2018
3,1.0,250.0,630000,-36.8673498,174.6016886,7003563,60,21,30,24,21,18,12,174,8.0
5,2.0,508.0,910000,-36.813348100000006,174.7927736,7005772,30,12,9,27,27,45,1,153,2.0
6,3.0,755.0,2950000,-36.874392,174.7604416,7005398,24,30,36,12,12,9,26,120,5.0
3,2.0,1047.0,1050000,-36.809956,174.693898,7002468,27,18,12,9,27,18,6,123,1.0
5,2.0,1002.0,920000,-36.885154,174.6569697,7004222,21,15,15,12,9,15,4,93,9.0
4,2.0,7480.0,1500000,-37.1539815,174.9593174,7010368,30,9,15,21,27,39,1,138,2.0
2,2.0,119.0,700000,-37.0510717,174.9523543,7010158,81,30,36,18,21,15,19,201,8.0
2,2.0,119.0,700000,-37.0510717,174.9523543,7010158,81,30,36,18,21,15,19,201,8.0
5,3.0,1126.0,2200000,-36.868502899999996,174.90514019999998,7006782,36,18,18,18,27,39,6,147,3.0
3,1.0,706.0,600000,-36.968728999999996,174.8119349,7008123,141,42,39,45,36,27,9,327,10.0
3,1.0,603.0,700000,-36.984773,174.8354962,7008319,36,21,21,18,21,21,29,141,7.0
5,3.0,266.0,2175000,-36.874537200000006,174.8152127,7006065,30,12,24,9,30,30,59,138,2.0
3,1.0,842.0,720000,-36.992832,174.8488498,7008321,48,30,18,12,27,24,1,159,10.0
3,1.0,1012.0,1020000,-36.86426779999999,174.6018675,7003558,36,21,21,18,21,27,12,135,8.0
4,2.0,1599.0,1150000,-36.8860015,174.9279754,7006940,69,30,27,51,24,42,5,237,4.0
6,2.0,1014.0,1300000,-36.953207,174.8454736,7008382,51,21,18,15,18,18,10,147,10.0
3,2.0,350.0,670000,-36.8618218,174.60490880000003,7003548,78,36,33,36,15,24,12,213,8.0
3,1.0,120.0,630000,-37.050791,174.861378,7009529,30,21,21,15,24,27,8,147,9.0
3,1.0,100.0,620000,-36.836371,174.6099833,7003508,69,45,39,21,24,12,15,210,8.0
3,2.0,803.0,950000,-36.8350485,174.62935259999998,7003813,33,21,21,15,24,45,15,153,2.0
3,1.0,400.0,625000,-36.98714879999999,174.8919507,7008908,120,66,51,51,18,36,3,342,8.0
2,1.0,936.0,740000,-36.9531644,174.8496839,7008498,54,39,33,24,36,30,10,213,9.0
5,3.0,1207.0,1850000,-36.8999324,174.949745,7007018,36,15,9,21,12,33,4,126,2.0
3,1.0,519.0,560000,-37.053359,174.9375378,7010039,45,39,36,21,30,33,19,195,9.0
4,2.0,1409.0,880000,-36.8525715,174.5165363,7003417,21,15,12,21,27,30,3,123,2.0
3,1.0,161.0,1380000,-36.8740206,174.75047890000002,7005168,36,33,18,27,21,24,26,159,3.0
4,2.0,956.0,880000,-36.794925899999996,174.6910567,7002449,33,24,15,21,15,15,6,120,2.0
4,1.0,607.0,1575000,-36.8758066,174.74652700000001,7005171,48,39,12,30,24,9,26,162,3.0
5,3.0,809.0,1250000,-36.965782899999994,174.8567632,7008516,48,51,24,30,15,15,29,183,5.0
3,1.0,405.0,600000,-37.0672518,174.96104499999998,7010248,24,6,9,12,9,12,19,72,9.0
4,2.0,812.0,1425000,-36.8842695,174.8693812,7006661,36,18,15,9,9,18,2,102,9.0
3,1.0,1196.0,600000,-37.0241544,174.9052145,7009887,51,27,18,12,12,15,2,135,9.0
3,1.0,1014.0,5600000,-36.908485399999996,174.8387404,7008323,30,39,30,21,27,15,18,162,9.0
4,2.0,602.0,455000,-36.6009453,174.5919841,7001358,54,30,18,30,48,48,2,231,2.0
4,3.0,437.0,1225000,-36.9237381,174.7621104,7007776,51,30,42,33,36,30,14,225,2.0
3,1.0,567.0,890000,-36.9291518,174.73804819999998,7007683,45,48,33,27,21,33,26,195,4.0
4,2.0,500.0,1230000,-36.898904200000004,174.837354,7006376,30,24,12,21,15,9,18,117,5.0
3,1.0,132.0,860000,-36.8949685,174.6938669,7004404,6,3,15,12,12,147,23,189,8.0
2,1.0,70.0,710000,-36.87516289999999,174.724321,7004759,60,42,57,33,27,18,9,231,3.0
3,1.0,365.0,580000,-36.91619229999999,174.6277092,7007141,69,39,24,18,15,12,6,177,9.0
4,2.0,597.0,870000,-37.0428312,174.8714538,7009516,105,51,36,39,33,36,8,300,9.0
3,1.0,627.0,960000,-36.890285999999996,174.9173753,7006893,51,30,27,12,36,36,6,195,3.0
6,4.0,451.0,1300000,-36.72428,174.74374,7002079,30,21,18,12,12,12,2,105,4.0
3,1.0,80.0,390000,-37.0297799,174.8615585,7009492,147,54,39,33,45,18,5,336,10.0
4,1.0,610.0,465000,-37.0305175,174.861123,7009492,147,54,39,33,45,18,5,336,10.0
4,2.0,280.0,1500000,-36.8890341,174.843808,7006358,54,24,27,33,21,39,5,201,1.0
3,2.0,809.0,600000,-36.8178737,175.0565507,7003372,27,3,3,24,21,42,2,126,4.0
3,1.0,819.0,920000,-36.831270700000005,174.651131,7004062,57,21,36,33,15,24,10,180,5.0
3,1.0,1012.0,1150000,-36.9151938,174.7018638,7007472,51,42,36,24,15,39,19,219,4.0
4,2.0,325.0,1950000,-36.7664383,174.5644001,7002198,48,24,6,36,18,24,4,162,2.0
3,1.0,499.0,650000,-36.860793,174.6091341,7003546,60,39,30,21,21,24,12,192,8.0
3,1.0,259.0,770000,-36.9094768,174.88893290000001,7008791,42,15,24,27,9,18,5,129,8.0
4,2.0,458.0,750000,-37.0584227,174.9739408,7010220,144,54,72,36,42,24,19,372,8.0
4,2.0,350.0,1160000,-36.7268294,174.7370666,7002014,51,15,27,24,12,21,2,150,1.0
4,3.0,639.0,1870000,-36.907999600000004,174.8603389,7006615,48,33,27,27,27,42,4,204,6.0
3,1.0,607.0,600000,-37.022769200000006,174.8682038,7009457,117,60,30,33,30,27,37,291,10.0
3,1.0,6158.0,780000,-36.562416,174.3170782,7001254,30,9,9,18,12,33,1,117,6.0
4,3.0,301.0,2000000,-36.8581213,174.901969,7006768,33,12,15,18,24,42,6,138,3.0
2,2.0,76.0,930000,-36.887498,174.64477380000002,7004164,51,24,36,27,39,69,4,237,6.0
4,2.0,400.0,1890000,-36.8660654,174.9027367,7006780,33,15,9,24,24,33,6,132,5.0
2,2.0,125.0,840000,-36.9019039,174.8600165,7006610,30,15,21,18,9,39,3,126,6.0
3,1.0,618.0,510000,-37.026559999999996,174.8655584,7009470,120,57,45,45,39,21,5,327,9.0
5,3.0,672.0,910000,-37.002833100000004,174.901131,7009755,63,63,45,33,45,63,4,312,5.0
4,2.0,466.0,960000,-36.609543,174.69740090000002,7001552,33,9,15,15,6,18,5,96,7.0
5,3.0,601.0,620000,-36.6080545,174.695604,7001552,33,9,15,15,6,18,5,96,7.0
4,3.0,224.0,940000,-36.967141999999996,174.9149611,7009232,201,138,138,78,54,57,25,666,4.0
4,3.0,244.0,1950000,-36.85018170000001,174.7492844,7005090,24,36,21,12,24,54,2,180,7.0
4,2.0,218.0,890000,-36.8536657,174.86480659999998,7006486,54,12,21,30,30,39,29,180,1.0
4,2.0,375.0,2100000,-36.8520398,174.8632513,7006486,54,12,21,30,30,39,29,180,1.0
4,3.0,228.0,1775000,-36.8962024,174.7694086,7005623,42,36,15,33,18,39,23,177,2.0
5,2.0,704.0,1025000,-36.9246398,174.89917340000002,7008933,42,27,36,21,18,12,2,159,3.0
3,3.0,536.0,850000,-36.874314399999996,174.7471131,7005169,9,27,36,15,6,6,26,105,4.0
3,2.0,371.0,950000,-36.9129704,174.8793489,7008686,33,24,33,21,21,18,4,141,7.0
5,4.0,887.0,3600000,-36.8590175,174.8210804,7006051,54,39,36,27,27,33,13,210,5.0
4,2.0,666.0,1200000,-36.605053000000005,174.66990280000002,7001416,96,18,60,48,30,39,6,285,1.0
4,2.0,397.0,1700000,-36.8767079,174.7488003,7005161,24,36,36,27,6,9,26,135,8.0
4,1.0,607.0,950000,-36.946912700000006,174.7759574,7007846,63,30,42,42,21,36,13,231,8.0
4,3.0,300.0,880000,-36.9589,174.7870691,7007938,138,63,66,45,24,30,13,369,9.0
3,1.0,550.0,1000000,-36.9441079,174.79033959999998,7007920,69,42,42,45,36,84,13,324,6.0
2,1.0,680.0,960000,-36.9435627,174.7686467,7007842,72,21,36,33,21,54,13,234,7.0
4,3.0,784.0,2300000,-36.8660765,174.80419780000003,7005965,60,15,27,24,27,21,59,174,1.0
3,1.0,584.0,1055000,-36.9189515,174.7944395,7007988,45,18,30,33,24,21,14,171,6.0
5,4.0,888.0,1680000,-36.9186243,174.7943984,7007988,45,18,30,33,24,21,14,171,6.0
4,3.0,683.0,880000,-36.9225447,174.71894540000002,7007566,48,48,42,33,33,45,26,249,6.0
6,5.0,424.0,1455000,-36.878769399999996,174.7569337,7005411,48,18,12,24,21,27,26,150,1.0
5,2.0,1025.0,3800000,-36.8680346,174.7921862,7005844,39,15,9,24,15,27,59,135,2.0
5,5.0,1449.0,5000000,-36.866936200000005,174.7899962,7005844,39,15,9,24,15,27,59,135,2.0
5,4.0,480.0,1240000,-36.876324700000005,174.7612334,7005400,33,75,42,24,33,36,26,237,4.0
6,7.0,507.0,1875000,-36.876324700000005,174.7612334,7005400,33,75,42,24,33,36,26,237,4.0
5,5.0,506.0,2525000,-36.876324700000005,174.7612334,7005400,33,75,42,24,33,36,26,237,4.0
3,2.0,825.0,970000,-36.903199,174.7191311,7004664,33,21,27,21,18,30,10,150,7.0
4,1.0,718.0,1040000,-36.915850299999995,174.7039948,7007527,42,33,15,21,27,27,19,171,8.0
3,2.0,531.0,2125000,-36.89594520000001,174.760417,7005460,45,24,15,21,24,27,26,168,3.0
3,1.0,306.0,2525000,-36.8444472,174.74733030000002,7005080,24,12,18,21,18,69,5,165,2.0
4,3.0,328.0,1220000,-36.85960120000001,174.84341930000002,7006303,36,15,15,24,30,45,5,168,1.0
3,2.0,607.0,1360000,-36.892654,174.75874419999997,7005442,27,51,30,18,18,18,26,159,5.0
3,1.0,218.0,1525000,-36.8492467,174.741151,7004883,36,24,33,36,27,30,5,186,3.0
3,2.0,543.0,1975000,-36.88795579999999,174.754656,7005192,51,24,9,30,21,30,26,168,6.0
3,1.0,455.0,2900000,-36.8492592,174.737546,7004906,81,18,24,45,30,18,5,219,1.0
3,1.0,723.0,950000,-36.9082849,174.6976546,7007454,72,66,45,33,24,51,23,291,9.0
4,1.0,1330.0,1105000,-36.9074477,174.7006273,7007454,72,66,45,33,24,51,23,291,9.0
3,1.0,725.0,1180000,-36.8720864,174.85362800000001,7006436,33,21,18,12,15,0,3,108,10.0
3,1.0,1568.0,2450000,-36.9100148,174.7485246,7007699,57,42,33,21,27,27,26,216,8.0
3,1.0,615.0,940000,-36.914629,174.7074968,7007518,36,42,15,27,36,39,19,192,4.0
4,3.0,558.0,1290000,-36.9165093,174.71180180000002,7007524,30,18,18,15,18,24,19,123,3.0
3,1.0,378.0,790000,-36.886776,174.683863,7004323,60,39,36,27,24,30,23,216,7.0
4,3.0,304.0,1280000,-36.9837092,174.8552113,7009397,42,63,30,21,15,33,29,210,9.0
3,1.0,675.0,1500000,-36.923331899999994,174.78367269999998,7007896,27,33,33,36,48,57,14,228,10.0
4,2.0,383.0,980000,-36.914478100000004,174.7039619,7007519,21,27,18,18,18,24,19,132,6.0
4,2.0,592.0,1340000,-36.884592600000005,174.724023,7004786,57,15,12,36,21,15,9,159,1.0
4,3.0,701.0,1650000,-36.90869489999999,174.8522534,7008443,21,15,6,12,42,78,18,177,3.0
4,2.0,612.0,1025000,-36.911313899999996,174.79599819999999,7007965,72,36,39,24,21,30,14,216,9.0
4,1.0,522.0,1775000,-36.862191499999994,174.7308889,7004741,54,18,24,36,33,21,10,180,1.0
5,3.0,446.0,1350000,-36.9249153,174.74871399999998,7007724,51,57,30,33,24,33,26,225,3.0
5,2.0,625.0,1085000,-36.9163791,174.70789969999998,7007528,39,21,24,18,9,27,19,129,4.0
3,1.0,584.0,810000,-36.91551320000001,174.7941574,7007981,27,12,21,21,18,24,14,126,5.0
4,2.0,895.0,1250000,-36.922188399999996,174.7512236,7007730,30,45,30,24,27,21,14,174,4.0
3,2.0,417.0,1225000,-36.9184865,174.7521391,7007730,30,45,30,24,27,21,14,174,4.0
5,3.0,184.0,850000,-36.9052102,174.7061706,7004537,36,45,39,18,15,24,23,165,6.0
5,3.0,478.0,1245000,-36.9045255,174.705919,7004537,36,45,39,18,15,24,10,165,6.0
4,3.0,344.0,1245000,-36.9045255,174.705919,7004537,36,45,39,18,15,24,10,165,6.0
3,1.0,496.0,1400000,-36.8536208,174.7326333,7004711,63,33,42,33,30,48,5,246,9.0
3,1.0,763.0,1230000,-36.89840220000001,174.7287065,7004823,51,36,9,21,9,9,6,135,10.0
4,2.0,658.0,910000,-36.92120739999999,174.7638353,7007773,33,21,15,24,9,24,14,126,6.0
5,4.0,483.0,2475000,-36.8514061,174.8413399,7006284,12,6,18,18,15,33,5,102,3.0
4,3.0,708.0,1675000,-36.9024169,174.7618185,7005472,36,21,18,18,21,24,23,144,2.0
4,2.0,809.0,1750000,-36.9042206,174.7612986,7005472,36,21,18,18,21,24,6,144,2.0
4,3.0,365.0,780000,-36.9113854,174.70471980000002,7007511,60,33,27,21,24,21,19,192,10.0
5,3.0,540.0,2100000,-36.8576438,174.8696614,7006631,75,9,9,42,30,21,10,186,1.0
5,5.0,402.0,2350000,-36.8619224,174.85721999999998,7006421,42,3,9,24,6,42,29,135,2.0
2,1.0,696.0,680000,-36.8462198,174.76427759999999,7005269,18,36,39,18,12,15,10,132,5.0
3,1.0,688.0,1000000,-36.9262521,174.71852030000002,7007576,45,21,21,21,15,33,3,156,3.0
3,1.0,498.0,985000,-36.8991706,174.7051812,7004520,51,39,57,27,21,33,10,219,5.0
3,1.0,2168.0,1940000,-36.8481896,174.7268372,7004704,66,15,12,42,45,39,5,216,2.0
3,2.0,617.0,3050000,-36.879025299999995,174.7913599,7005841,45,24,6,24,30,39,59,162,1.0
3,2.0,268.0,740000,-36.871324,174.856745,7006537,75,54,45,21,18,33,3,252,9.0
3,3.0,1173.0,3300000,-36.8544409,174.85928669999998,7006491,57,15,3,39,24,36,29,177,1.0
5,3.0,500.0,1275000,-36.8884324,174.67942299999999,7004325,45,54,30,39,33,60,23,267,8.0
3,2.0,1219.0,2000000,-36.8619669,174.8695533,7006638,33,27,9,18,18,27,10,138,9.0
3,1.0,658.0,1475000,-36.8955756,174.7558628,7005222,33,33,36,24,18,27,26,168,5.0
4,2.0,674.0,840000,-36.905828799999995,174.6953574,7004427,63,42,30,27,24,18,23,198,6.0
3,1.0,961.0,1820000,-36.8998764,174.8121941,7006033,18,15,18,15,9,18,9,93,3.0
5,4.0,466.0,1650000,-36.8763067,174.713555,7004598,42,30,39,21,18,30,9,180,8.0
5,4.0,498.0,1500000,-36.920821999999994,174.7086401,7007534,33,21,24,12,21,27,19,135,7.0
4,4.0,475.0,4300000,-36.8577078,174.78667190000002,7005663,18,9,27,9,15,30,8,114,5.0
3,2.0,258.0,2200000,-36.841823299999994,174.7436499,7004861,12,27,15,9,24,12,5,108,2.0
4,2.0,388.0,1950000,-36.8569239,174.8530156,7006414,36,12,9,15,27,27,29,126,1.0
5,3.0,379.0,2650000,-36.8901584,174.79092859999997,7005874,54,18,24,30,21,30,4,171,5.0
3,1.0,675.0,1100000,-36.9134149,174.7815573,7007873,54,54,57,30,27,36,14,258,6.0
4,2.0,1133.0,1280000,-36.9081328,174.8258697,7008240,24,12,15,12,15,21,18,105,5.0
6,2.0,1190.0,800000,-36.8721492,174.7931936,7005833,51,15,12,36,30,21,59,159,3.0
4,2.0,921.0,2400000,-36.895953000000006,174.7663558,7005452,45,27,15,27,21,39,23,168,5.0
4,2.0,400.0,1125000,-36.9035745,174.7391566,7005058,54,27,30,21,24,15,6,180,10.0
3,1.0,936.0,2725000,-36.8705393,174.8031034,7005973,60,24,30,27,30,27,59,195,1.0
5,3.0,926.0,2150000,-36.9060592,174.76925480000003,7005634,39,24,18,30,33,45,23,186,4.0
4,2.0,479.0,1220000,-36.8691966,174.8547967,7006433,90,63,48,21,24,21,3,261,7.0
4,2.0,525.0,1575000,-36.8937599,174.80918069999998,7006016,30,48,60,36,33,30,9,231,4.0
4,2.0,469.0,2500000,-36.8507913,174.8667629,7006481,48,18,12,24,45,45,29,186,1.0
5,3.0,498.0,2650000,-36.85159960000001,174.86758659999998,7006481,48,18,12,24,45,45,29,186,1.0
2,1.0,531.0,1220000,-36.8933679,174.7424117,7005002,42,48,36,30,21,30,26,210,6.0
5,4.0,329.0,940000,-36.893132200000004,174.70815459999997,7004507,36,54,42,15,18,15,9,183,7.0
3,1.0,364.0,1000000,-36.9142882,174.7238636,7007599,39,54,36,21,21,33,26,204,6.0
4,3.0,319.0,2675000,-36.872813,174.7962419,7005834,36,21,12,21,15,30,59,144,3.0
5,3.0,585.0,1525000,-36.893449200000006,174.6987636,7004403,45,24,36,30,18,33,23,186,9.0
4,3.0,306.0,1025000,-36.9063092,174.8009368,7006024,48,36,27,24,12,9,2,159,9.0
4,2.0,200.0,1425000,-36.886961,174.83991310000002,7006348,51,15,33,33,21,33,5,189,1.0
4,2.0,573.0,1220000,-36.887362700000004,174.75000480000003,7005189,39,27,12,27,12,9,26,123,2.0
3,2.0,201.0,360000,-36.845533,174.758984,7005264,0,0,0,0,0,0,10,3,1.0
2,1.0,1108.0,1600000,-36.888758,174.69546269999998,7004388,48,27,33,27,18,18,23,174,8.0
4,3.0,300.0,1450000,-36.872516600000004,174.8439794,7006323,36,30,45,24,15,27,7,183,4.0
4,2.0,1075.0,1130000,-36.9063931,174.7067597,7007502,18,24,24,9,9,15,23,96,7.0
3,1.0,475.0,750000,-36.915571500000006,174.83105830000002,7008250,51,48,36,18,12,21,18,192,8.0
4,3.0,303.0,1000000,-36.917081,174.70143969999998,7007515,39,24,30,21,21,21,19,156,4.0
5,4.0,651.0,3350000,-36.8851805,174.7818065,7005738,21,18,12,9,12,24,23,99,7.0
5,4.0,751.0,770000,-36.89890689999999,174.6600901,7004241,87,42,30,27,24,15,2,222,10.0
5,3.0,390.0,845000,-36.9069713,174.7445629,7007697,39,48,15,21,18,27,26,171,8.0
4,3.0,221.0,930000,-36.908429999999996,174.7641962,7007749,36,21,15,21,24,27,23,144,4.0
5,4.0,854.0,3125000,-36.8620859,174.8790697,7006672,60,18,12,33,21,27,10,174,2.0
5,3.0,220.0,1240000,-36.8971339,174.7461594,7005229,42,51,51,12,30,27,26,219,5.0
4,2.0,980.0,980000,-36.9227584,174.7565188,7007735,36,33,27,21,21,24,14,168,6.0
2,1.0,306.0,780000,-36.8492709,174.7658971,7005287,45,147,60,12,6,6,10,273,7.0
3,3.0,607.0,2900000,-36.8561916,174.78264009999998,7005688,42,69,42,33,42,60,8,285,2.0
4,3.0,814.0,2425000,-36.9006191,174.76875090000001,7005629,54,27,18,27,33,30,23,189,6.0
4,1.0,941.0,910000,-36.901547799999996,174.696465,7004416,57,45,45,27,33,21,23,231,8.0
4,3.0,177.0,970000,-36.9174364,174.7529711,7007726,51,36,51,24,15,39,14,219,6.0
3,1.0,723.0,1140000,-36.8918396,174.7327926,7004805,27,27,27,15,18,9,5,114,3.0
4,2.0,855.0,1225000,-36.9185946,174.7302842,7007608,42,33,30,24,18,30,26,174,4.0
5,2.0,1459.0,2025000,-36.916765600000005,174.7493226,7007715,45,45,36,21,30,30,26,204,4.0
3,2.0,328.0,1080000,-36.902952299999995,174.8461357,7006469,12,15,27,27,12,21,18,114,4.0
3,1.0,1004.0,2475000,-36.877328799999994,174.80579880000002,7005988,42,12,9,21,24,27,59,129,1.0
4,2.0,1171.0,2625000,-36.9000679,174.776469,7005611,15,18,3,6,30,30,23,99,4.0
4,3.0,691.0,1800000,-36.8752869,174.8411526,7006334,36,27,24,21,24,48,7,177,4.0
4,3.0,584.0,1200000,-36.851318299999996,174.83569440000002,7006276,21,21,12,18,15,30,11,123,4.0
7,3.0,729.0,2000000,-36.861328,174.782615,7005669,36,33,33,33,12,42,8,189,3.0
5,4.0,650.0,2675000,-36.879031,174.8175216,7006078,57,24,21,36,30,54,59,216,1.0
5,3.0,506.0,860000,-36.919732200000006,174.7091342,7007532,51,42,36,36,24,36,19,225,4.0
4,1.0,415.0,1200000,-36.919596399999996,174.6996862,7007484,42,42,33,18,18,51,19,207,5.0
5,4.0,374.0,1650000,-36.8660323,174.86125769999998,7006526,48,24,21,30,27,24,10,168,3.0
4,2.0,636.0,1950000,-36.893461,174.7605983,7005445,30,15,9,21,21,9,26,105,2.0
3,1.0,1204.0,1100000,-36.9115203,174.82483969999998,7008243,42,36,36,21,15,15,18,168,5.0
3,1.0,607.0,840000,-36.917568700000004,174.69557360000002,7007476,27,21,27,6,9,45,19,138,10.0
2,1.0,938.0,1925000,-36.8548799,174.82551030000002,7006158,15,12,24,9,15,27,13,102,6.0
5,3.0,1262.0,4650000,-36.8539847,174.8084146,7005960,18,33,18,12,27,33,13,138,2.0
5,4.0,413.0,1375000,-36.917967700000005,174.75512959999998,7007727,69,54,39,33,30,18,14,243,5.0
3,1.0,3361.0,1650000,-36.92774620000001,174.8519919,7008449,78,54,42,30,24,15,18,231,8.0
3,1.0,814.0,1230000,-36.9251294,174.71035569999998,7007540,60,27,24,24,33,33,19,204,4.0
4,2.0,1100.0,2550000,-36.864488200000004,174.84990980000003,7006418,39,9,12,24,24,33,29,138,1.0
5,3.0,524.0,1875000,-36.8920958,174.7269886,7004801,36,48,27,21,18,24,5,168,6.0
4,2.0,721.0,3400000,-36.852993700000006,174.7175488,7004566,30,18,6,18,15,30,1,114,3.0
3,1.0,494.0,770000,-36.916898100000004,174.7370148,7007663,42,39,9,24,18,12,26,150,10.0
5,3.0,1006.0,2475000,-36.8531218,174.8322103,7006172,39,12,27,27,27,48,11,180,1.0
3,1.0,1867.0,2075000,-36.884704799999994,174.7022144,7004495,18,39,27,15,3,12,4,117,7.0
4,3.0,397.0,1160000,-36.8876414,174.7966714,7005868,54,30,15,18,24,27,59,165,5.0
3,2.0,908.0,1150000,-36.9265598,174.70086650000002,7007494,33,24,18,21,27,57,19,183,6.0
4,3.0,277.0,1850000,-36.9106508,174.7778042,7007803,45,27,51,30,9,30,2,192,7.0
5,3.0,308.0,1250000,-36.9059437,174.7174915,7004668,39,51,21,15,33,27,10,189,8.0
5,3.0,888.0,3500000,-36.847621600000004,174.869938,7006620,78,15,18,33,39,39,29,213,1.0
5,3.0,664.0,3900000,-36.847171,174.8701092,7006620,78,15,18,33,39,39,29,213,1.0
5,3.0,889.0,4100000,-36.84791920000001,174.8701244,7006620,78,15,18,33,39,39,29,213,1.0
4,2.0,677.0,3450000,-36.8808042,174.8040785,7005992,42,27,12,21,30,33,59,165,5.0
3,1.0,670.0,830000,-36.9339956,174.8450852,7008345,57,36,30,24,21,15,18,186,7.0
4,2.0,837.0,1850000,-36.867321399999994,174.8324686,7006199,36,24,24,21,27,12,4,147,3.0
6,4.0,3062.0,12250000,-36.872513899999994,174.788572,7005696,60,12,15,27,24,33,59,168,1.0
4,2.0,652.0,3450000,-36.872448999999996,174.789432,7005696,60,12,15,27,24,33,59,168,1.0
3,2.0,971.0,2425000,-36.9513274,174.84849509999998,7008497,42,27,33,15,24,21,10,168,9.0
4,2.0,344.0,1000000,-36.8984767,174.7009007,7004411,36,27,21,24,15,18,23,132,6.0
3,1.0,581.0,990000,-36.9153146,174.79007990000002,7007881,45,24,30,18,24,12,14,159,2.0
4,2.0,1743.0,2375000,-36.88879779999999,174.7583858,7005430,60,51,30,39,18,18,26,216,6.0
4,2.0,350.0,1150000,-36.9108802,174.7274244,7007594,51,60,39,18,30,21,26,219,6.0
5,2.0,340.0,760000,-36.9071565,174.7342241,7004840,42,33,33,21,27,60,6,210,10.0
5,3.0,1080.0,3750000,-36.86708370000001,174.79880690000002,7005826,33,18,9,15,30,42,59,141,1.0
5,2.0,620.0,2250000,-36.8875514,174.78244919999997,7005743,51,24,12,21,27,33,23,174,5.0
5,6.0,3565.0,12500000,-36.8755519,174.7954021,7005840,42,9,6,27,30,36,59,150,1.0
5,3.0,736.0,1175000,-36.9304223,174.7190441,7007584,30,36,27,21,30,24,3,165,6.0
6,2.0,2053.0,1453000,-36.939243,174.847542,7008478,39,15,27,21,12,21,10,135,10.0
6,1.0,640.0,2925000,-36.8805028,174.76218590000002,7005403,36,63,12,27,21,27,26,192,5.0
3,1.0,506.0,2175000,-36.853863700000005,174.7851834,7005660,42,48,21,39,21,39,8,210,3.0
4,3.0,578.0,4000000,-36.854497200000004,174.8100437,7005961,15,15,18,9,15,27,13,102,7.0
1,1.0,252.0,920000,-36.8494974,174.83981509999998,7006283,9,12,15,12,21,54,5,123,3.0
4,1.0,1368.0,670000,-36.899255,174.7611645,7005464,54,18,15,24,21,27,26,159,1.0
6,1.0,607.0,1200000,-36.844933000000005,174.770001,7005497,15,27,24,15,18,30,10,129,6.0
5,3.0,453.0,1250000,-36.9122424,174.75672590000002,7007758,36,30,45,21,24,21,6,180,6.0
5,2.0,1854.0,5300000,-36.8796648,174.7876684,7005745,48,18,12,15,36,45,59,174,1.0
3,1.0,806.0,1665000,-36.897104299999995,174.8001712,7005917,54,33,27,27,15,30,4,192,4.0
